Trait	Tissue	pathway	Estimate	SE	pval	CONVERGED
Testosterone_male	Skin_Sun_Exposed	Synthesis and metabolism	1.18598694492438	0.666613154451662	0.0752195618640399	1
Testosterone_male	Skin_Sun_Exposed	Serum homeostasis	-0.000274089635655681	0.999973189982305	0.999781302250882	0
Testosterone_male	Skin_Sun_Exposed	HPG signaling	-0.000360445314886539	0.999973186556385	0.999712398542881	0
Testosterone_male	Small_Intestine_Terminal_Ileum	Synthesis and metabolism	2.11627943714821	0.529844943401571	6.49271364734318e-05	1
Testosterone_male	Small_Intestine_Terminal_Ileum	Serum homeostasis	-0.000276037530218051	0.999971988436401	0.999779747749624	0
Testosterone_male	Small_Intestine_Terminal_Ileum	HPG signaling	-0.000366264588398108	0.999971984646464	0.999707754958934	0
Testosterone_male	Spleen	Synthesis and metabolism	0	1	1	1
Testosterone_male	Spleen	Serum homeostasis	-0.000277932846505699	0.999971838524057	0.999778235430471	0
Testosterone_male	Spleen	HPG signaling	-0.000339853336836449	0.99997183536908	0.99972882863738	0
Testosterone_male	Stomach	Synthesis and metabolism	0.940685185770154	0.718635914028442	0.190538699401601	1
Testosterone_male	Stomach	Serum homeostasis	-0.000292508124070519	0.999970568785188	0.999766605418137	0
Testosterone_male	Stomach	HPG signaling	-0.000374168018938446	0.999970564884075	0.999701448333606	0
Testosterone_male	Testis	Synthesis and metabolism	0.934420080383545	0.71717227635713	0.192601133379959	1
Testosterone_male	Testis	Serum homeostasis	-0.000210159752206633	0.999980044488217	0.999832313433375	0
Testosterone_male	Testis	HPG signaling	-0.000265515818842906	0.99998004271824	0.999788144801932	0
Testosterone_male	Thyroid	Synthesis and metabolism	0.116665679283661	0.918347901615833	0.898909806674814	1
Testosterone_male	Thyroid	Serum homeostasis	-0.000292640478853482	0.999975327223109	0.999766500922319	0
Testosterone_male	Thyroid	HPG signaling	-0.0003268615739808	0.999975326327708	0.999739195766247	0
Testosterone_male	Uterus	Serum homeostasis	0	1	1	0
Testosterone_male	Uterus	HPG signaling	-0.000375232845473585	0.99996917674606	0.999700598284382	0
Testosterone_male	Uterus	Synthesis and metabolism	-0.000468033584482996	0.999969175620917	0.999626551731328	0
Testosterone_male	Vagina	Synthesis and metabolism	1.86810571697831	0.614915133542339	0.00238162255615128	1
Testosterone_male	Vagina	Serum homeostasis	-0.000283870849950701	0.999969093367341	0.999773496834154	0
Testosterone_male	Vagina	HPG signaling	-0.000351828871677342	0.999969089550813	0.999719272503623	0
Testosterone_male	Whole_Blood	Synthesis and metabolism	1.54334975681166	0.601442362397527	0.0102854836938267	1
Testosterone_male	Whole_Blood	Serum homeostasis	0	1	1	0
Testosterone_male	Whole_Blood	HPG signaling	-0.000394500098540364	0.999968289722273	0.999685224488686	0
Urate_all	Adipose_Subcutaneous	Solute transport	1.31359423440662	0.775073120037183	0.0901132914617598	1
Urate_all	Adipose_Subcutaneous	Purine metabolism	0.402562277549841	0.591194183726504	0.49591533262813	1
Urate_all	Adipose_Visceral_Omentum	Solute transport	-0.00037603805873325	0.999965948732575	0.999699954828816	0
Urate_all	Adipose_Visceral_Omentum	Purine metabolism	-0.100651965165482	0.71489356740051	0.888033522755992	1
Urate_all	Adrenal_Gland	Solute transport	1.30184000746324	0.756634721825795	0.0853296002304306	1
Urate_all	Adrenal_Gland	Purine metabolism	-0.119382226867232	0.94539202432155	0.89951185956368	1
Urate_all	Artery_Aorta	Solute transport	1.3753689504499	0.816870346203504	0.0922386320353429	1
Urate_all	Artery_Aorta	Purine metabolism	0.217354243000729	0.640754193366132	0.73444681869283	1
Urate_all	Artery_Coronary	Purine metabolism	0	1	1	1
Urate_all	Artery_Coronary	Solute transport	-0.000404164846250101	0.99996086334321	0.999677510496777	0
Urate_all	Artery_Tibial	Solute transport	-0.000475099170839746	0.999964638716054	0.999620912315971	0
Urate_all	Artery_Tibial	Purine metabolism	-0.000701130334761091	0.999964637423681	0.999440559193352	0
Urate_all	Brain_Amygdala	Solute transport	-0.000496114974950235	0.999955717959821	0.999604140007856	0
Urate_all	Brain_Amygdala	Purine metabolism	-0.0436877445653841	0.853251124680596	0.959164949951883	1
Urate_all	Brain_Anterior_cingulate_cortex_BA24	Purine metabolism	0	1	1	1
Urate_all	Brain_Anterior_cingulate_cortex_BA24	Solute transport	-1.77701409253911e-05	0.999831942218275	0.999985819095702	1
Urate_all	Brain_Caudate_basal_ganglia	Solute transport	-0.000443641076638832	0.99996325490837	0.999646012638726	0
Urate_all	Brain_Caudate_basal_ganglia	Purine metabolism	-0.0198967649939057	0.748391789937201	0.978789917456722	1
Urate_all	Brain_Cerebellar_Hemisphere	Solute transport	1.38263878499389	0.774665383301643	0.0742904102062936	1
Urate_all	Brain_Cerebellar_Hemisphere	Purine metabolism	0.907887452677752	0.494540537365783	0.0663842695327978	1
Urate_all	Brain_Cerebellum	Solute transport	1.4026167374338	0.775196020396231	0.0703934777407174	1
Urate_all	Brain_Cerebellum	Purine metabolism	0.457681764052014	0.628003480962492	0.466130999296776	1
Urate_all	Brain_Cortex	Purine metabolism	0	1	1	1
Urate_all	Brain_Cortex	Solute transport	-0.000441680514139157	0.999963062164539	0.999647576930675	0
Urate_all	Brain_Frontal_Cortex_BA9	Purine metabolism	0.325269657322549	0.672546337828179	0.628642071457616	1
Urate_all	Brain_Frontal_Cortex_BA9	Solute transport	-0.00051003029781555	0.999961069819167	0.999593038874406	0
Urate_all	Brain_Hippocampus	Purine metabolism	0.507267735282903	0.620725341951097	0.413804030085353	1
Urate_all	Brain_Hippocampus	Solute transport	-0.00045853541431381	0.999960157007604	0.999634127107688	0
Urate_all	Brain_Hypothalamus	Purine metabolism	0.571238458913551	0.593045971905204	0.335433138959338	1
Urate_all	Brain_Hypothalamus	Solute transport	0.00110080340632772	0.999960069507384	0.999121651062106	0
Urate_all	Brain_Nucleus_accumbens_basal_ganglia	Purine metabolism	0.0589219808142273	0.742916891531919	0.936784722645853	1
Urate_all	Brain_Nucleus_accumbens_basal_ganglia	Solute transport	-0.000470110586712794	0.999962557348807	0.999624891989771	0
Urate_all	Brain_Putamen_basal_ganglia	Purine metabolism	0.446663985711212	0.666127667486773	0.502514822154333	1
Urate_all	Brain_Putamen_basal_ganglia	Solute transport	-0.000461563461632156	0.999959537942898	0.99963171075147	0
Urate_all	Brain_Spinal_cord_cervical_c-1	Solute transport	-0.000422512882635688	0.999957697978226	0.999662869242923	0
Urate_all	Brain_Spinal_cord_cervical_c-1	Purine metabolism	-0.000766708599290565	0.9999576874003	0.999388229220319	0
Urate_all	Brain_Substantia_nigra	Purine metabolism	0.00906963473507648	0.870992336375182	0.991691785965609	1
Urate_all	Brain_Substantia_nigra	Solute transport	-0.000443341977472482	0.999952243426606	0.999646247398596	0
Urate_all	Breast_Mammary_Tissue	Purine metabolism	0	1	1	1
Urate_all	Breast_Mammary_Tissue	Solute transport	-0.00041400105085513	0.999966079286995	0.999669663757562	0
Urate_all	Cells_Cultured_fibroblasts	Solute transport	-0.00041111657832409	0.999963177755287	0.999671964359697	0
Urate_all	Cells_Cultured_fibroblasts	Purine metabolism	-0.0903918715415367	0.713033735867765	0.899121791458656	1
Urate_all	Cells_EBV-transformed_lymphocytes	Purine metabolism	0.0597108969282732	0.783806510826517	0.939275369439295	1
Urate_all	Cells_EBV-transformed_lymphocytes	Solute transport	0.0012020897429876	0.999956311882142	0.999040829480029	0
Urate_all	Colon_Sigmoid	Solute transport	1.43138147292441	0.775287088293618	0.0648544752109794	1
Urate_all	Colon_Sigmoid	Purine metabolism	0.537713215315457	0.599966693177394	0.370125427557662	1
Urate_all	Colon_Transverse	Purine metabolism	0	1	1	1
Urate_all	Colon_Transverse	Solute transport	-0.000418904887754946	0.99996565049553	0.999665750786097	0
Urate_all	Esophagus_Gastroesophageal_Junction	Purine metabolism	0.21149355483748	0.689951903977177	0.759198275516244	1
Urate_all	Esophagus_Gastroesophageal_Junction	Solute transport	-0.000381153867670431	0.999964397023381	0.999695872393212	0
Urate_all	Esophagus_Mucosa	Solute transport	0.000930114319243613	0.999965611525156	0.999257850730523	0
Urate_all	Esophagus_Mucosa	Purine metabolism	-0.220853289608424	0.858491686897889	0.796980120486971	1
Urate_all	Esophagus_Muscularis	Solute transport	-0.000387668587235295	0.999964608671534	0.999690674279837	0
Urate_all	Esophagus_Muscularis	Purine metabolism	-0.0801642205522662	0.733904116184939	0.913020202338178	1
Urate_all	Heart_Atrial_Appendage	Purine metabolism	0.24787986225705	0.710267636921461	0.727093054502172	1
Urate_all	Heart_Atrial_Appendage	Solute transport	-0.000449471646383856	0.999962977399854	0.999641360247132	0
Urate_all	Heart_Left_Ventricle	Purine metabolism	0.710494414794358	0.513183670033663	0.166210402588476	1
Urate_all	Heart_Left_Ventricle	Solute transport	-0.000428328773482065	0.99996013002271	0.999658229468759	0
Urate_all	Kidney_Cortex	Solute transport	1.50793570643755	0.775472598462861	0.051830643235342	1
Urate_all	Kidney_Cortex	Purine metabolism	-0.0007147875934896	0.999960395439418	0.999429659475384	0
Urate_all	Liver	Solute transport	-0.00047925152150755	0.999959752917988	0.999617597234291	0
Urate_all	Liver	Purine metabolism	-0.00390407534816028	0.71093091848894	0.99561844096622	1
Urate_all	Lung	Solute transport	0	1	1	1
Urate_all	Lung	Purine metabolism	-0.000636115112591857	0.999967605980199	0.999492437165	0
Urate_all	Minor_Salivary_Gland	Solute transport	0	1	1	0
Urate_all	Minor_Salivary_Gland	Purine metabolism	-0.00071652123933655	0.999961064679134	0.999428276554333	0
Urate_all	Muscle_Skeletal	Purine metabolism	0.558848453448785	0.542254689806842	0.302727769801813	1
Urate_all	Muscle_Skeletal	Solute transport	-0.00044144828665081	0.999959519944849	0.999647760980474	0
Urate_all	Nerve_Tibial	Solute transport	1.2762185687375	0.780540300632583	0.102039600346462	1
Urate_all	Nerve_Tibial	Purine metabolism	-0.148244561194741	0.761882934318821	0.845724453990525	1
Urate_all	Ovary	Solute transport	1.44715372605731	0.816978523617165	0.0765027580575902	1
Urate_all	Ovary	Purine metabolism	0	1	1	1
Urate_all	Pancreas	Solute transport	1.31506461780166	0.816817386054082	0.107400896173831	1
Urate_all	Pancreas	Purine metabolism	0	1	1	1
Urate_all	Pituitary	Solute transport	-0.000411796256327938	0.999966026249312	0.999671422971172	0
Urate_all	Pituitary	Purine metabolism	-0.0891733460885861	0.829245694631265	0.914364167787757	1
Urate_all	Prostate	Solute transport	1.46281761221046	0.775321149715909	0.0591973552463486	1
Urate_all	Prostate	Purine metabolism	0	1	1	1
Urate_all	Skin_Not_Sun_Exposed	Solute transport	1.30409961019782	0.81677926476242	0.110346751373272	1
Urate_all	Skin_Not_Sun_Exposed	Purine metabolism	0.543720196957313	0.510350974927358	0.286701809654065	1
Urate_all	Skin_Sun_Exposed	Purine metabolism	0.629230694362728	0.52275902424987	0.228716161076854	1
Urate_all	Skin_Sun_Exposed	Solute transport	-0.000368850387567582	0.999967628669801	0.999705690449996	0
Urate_all	Small_Intestine_Terminal_Ileum	Solute transport	1.338925493658	0.824128656148768	0.10423589635835	1
Urate_all	Small_Intestine_Terminal_Ileum	Purine metabolism	0.957288951868908	0.531576134848984	0.0717265050043022	1
Urate_all	Spleen	Solute transport	-0.000427766043079766	0.999964168653374	0.99965867985904	0
Urate_all	Spleen	Purine metabolism	-0.000675435078986061	0.999964164912971	0.999461061506724	0
Urate_all	Stomach	Purine metabolism	0.395234622525839	0.619952558461058	0.523783595125097	1
Urate_all	Stomach	Solute transport	-0.000392213460804918	0.999962602157346	0.999687047239351	0
Urate_all	Testis	Solute transport	2.14349534428902	0.675210410576371	0.0015006433468054	1
Urate_all	Testis	Purine metabolism	-0.0753025949303411	0.96460942293038	0.937776051012095	1
Urate_all	Thyroid	Solute transport	0	1	1	1
Urate_all	Thyroid	Purine metabolism	-0.233351415726683	0.711593958699952	0.742966280843642	1
Urate_all	Uterus	Purine metabolism	0	1	1	1
Urate_all	Uterus	Solute transport	-0.00043375757516478	0.999954511385674	0.999653895794698	0
Urate_all	Vagina	Purine metabolism	0	1	1	1
Urate_all	Vagina	Solute transport	-0.000435231561854626	0.999953659759791	0.999652719374319	0
Urate_all	Whole_Blood	Purine metabolism	0.264339890611325	0.619448705164441	0.669573004602192	1
Urate_all	Whole_Blood	Solute transport	-0.000426104594036235	0.999961115963593	0.999660004513023	0
