hgnc_symbol	ensembl_gene_id	gene_biotype
	ENSG00000267024	lncRNA
CENPVL2	ENSG00000283093	protein_coding
LINC01195	ENSG00000261075	lncRNA
CENPVL1	ENSG00000223591	protein_coding
FBXO17	ENSG00000269190	protein_coding
GSPT2	ENSG00000189369	protein_coding
	ENSG00000270580	lncRNA
	ENSG00000236576	processed_pseudogene
RNU6-504P	ENSG00000252377	snRNA
CENPVL3	ENSG00000224109	protein_coding
	ENSG00000260118	lncRNA
PGK1P1	ENSG00000228328	processed_pseudogene
RNU6-1225P	ENSG00000252145	snRNA
AKIRIN1P2	ENSG00000228125	processed_pseudogene
	ENSG00000206646	misc_RNA
	ENSG00000225925	processed_pseudogene
TOR4A	ENSG00000198113	protein_coding
YIPF6	ENSG00000181704	protein_coding
RGS11	ENSG00000076344	protein_coding
	ENSG00000250207	unprocessed_pseudogene
	ENSG00000230234	lncRNA
	ENSG00000270259	processed_pseudogene
	ENSG00000228876	lncRNA
	ENSG00000260996	lncRNA
YWHAQP7	ENSG00000271142	processed_pseudogene
	ENSG00000288234	lncRNA
SPIC	ENSG00000166211	protein_coding
	ENSG00000227556	unprocessed_pseudogene
NRARP	ENSG00000198435	protein_coding
DNAJB4	ENSG00000162616	protein_coding
KRT18P33	ENSG00000214533	processed_pseudogene
QKI	ENSG00000112531	protein_coding
TEK	ENSG00000120156	protein_coding
GACAT1	ENSG00000232991	lncRNA
PABPC1P6	ENSG00000227497	processed_pseudogene
RPL23AP7	ENSG00000240356	transcribed_processed_pseudogene
	ENSG00000257837	lncRNA
LINC00930	ENSG00000258647	lncRNA
SNRPGP20	ENSG00000271496	processed_pseudogene
DNAJA1P2	ENSG00000236917	processed_pseudogene
	ENSG00000257194	lncRNA
PPP1R12A-AS2	ENSG00000258048	lncRNA
OR8T1P	ENSG00000226413	unprocessed_pseudogene
CYP27C1	ENSG00000186684	protein_coding
HNRNPA1P70	ENSG00000236946	transcribed_processed_pseudogene
	ENSG00000275443	lncRNA
	ENSG00000258162	lncRNA
USP1	ENSG00000162607	protein_coding
CATSPERG	ENSG00000099338	protein_coding
LINGO1-AS2	ENSG00000259281	lncRNA
C15orf32	ENSG00000183643	lncRNA
DUX4L52	ENSG00000258336	processed_pseudogene
	ENSG00000257434	lncRNA
SCO2	ENSG00000284194	protein_coding
LINC01582	ENSG00000259611	lncRNA
FAM186A	ENSG00000185958	protein_coding
ST13P12	ENSG00000248400	processed_pseudogene
	ENSG00000272821	lncRNA
LINC02253	ENSG00000259485	lncRNA
TYMP	ENSG00000025708	protein_coding
RNU6-245P	ENSG00000206747	snRNA
NR3C1	ENSG00000113580	protein_coding
	ENSG00000240107	processed_pseudogene
ZNF90P1	ENSG00000241738	processed_pseudogene
RAC1P5	ENSG00000213522	processed_pseudogene
OPHN1	ENSG00000079482	protein_coding
	ENSG00000287421	lncRNA
	ENSG00000274312	lncRNA
	ENSG00000259312	lncRNA
PTMAP8	ENSG00000243014	processed_pseudogene
	ENSG00000286241	lncRNA
COX6CP6	ENSG00000240156	processed_pseudogene
PPIAP76	ENSG00000250484	processed_pseudogene
IGF1R	ENSG00000140443	protein_coding
VAMP9P	ENSG00000284516	transcribed_unitary_pseudogene
ST13P14	ENSG00000240959	processed_pseudogene
MUC7	ENSG00000171195	protein_coding
MTND5P16	ENSG00000243658	unprocessed_pseudogene
	ENSG00000286854	lncRNA
MTND4LP3	ENSG00000239632	unprocessed_pseudogene
LINC02452	ENSG00000283422	lncRNA
	ENSG00000274021	lncRNA
IFNG-AS1	ENSG00000255733	lncRNA
GPR15	ENSG00000154165	protein_coding
SPR	ENSG00000116096	protein_coding
	ENSG00000226082	processed_pseudogene
	ENSG00000240097	processed_pseudogene
	ENSG00000240393	processed_pseudogene
LINC01205	ENSG00000228980	lncRNA
	ENSG00000257256	lncRNA
NSA2P2	ENSG00000258357	processed_pseudogene
	ENSG00000274902	lncRNA
NDUFAF2P1	ENSG00000279307	processed_pseudogene
	ENSG00000277130	lncRNA
	ENSG00000229118	lncRNA
	ENSG00000254573	lncRNA
DENND6A-DT	ENSG00000241933	lncRNA
	ENSG00000258084	lncRNA
	ENSG00000272642	lncRNA
	ENSG00000279349	TEC
SERPINB12	ENSG00000166634	protein_coding
ITIH4-AS1	ENSG00000239799	lncRNA
TMEM158	ENSG00000249992	protein_coding
KIRREL3	ENSG00000149571	protein_coding
MAP3K20	ENSG00000091436	protein_coding
MTND2P14	ENSG00000240796	unprocessed_pseudogene
ALX1	ENSG00000180318	protein_coding
	ENSG00000279277	lncRNA
	ENSG00000241889	processed_pseudogene
PRSS12	ENSG00000164099	protein_coding
CD200	ENSG00000091972	protein_coding
	ENSG00000257787	lncRNA
	ENSG00000257729	lncRNA
	ENSG00000260578	lncRNA
DSEL	ENSG00000171451	protein_coding
CCER1	ENSG00000197651	protein_coding
	ENSG00000263424	lncRNA
LINC02979	ENSG00000267480	lncRNA
	ENSG00000266876	transcribed_processed_pseudogene
	ENSG00000266995	processed_pseudogene
	ENSG00000258064	protein_coding
	ENSG00000267292	processed_pseudogene
CD300E	ENSG00000186407	protein_coding
RNU7-129P	ENSG00000251937	snRNA
KRT1	ENSG00000167768	protein_coding
PRELID3A	ENSG00000141391	protein_coding
	ENSG00000287845	lncRNA
CBX8	ENSG00000141570	protein_coding
GLDCP1	ENSG00000248590	transcribed_processed_pseudogene
NDST4	ENSG00000138653	protein_coding
ERI3-IT1	ENSG00000233602	lncRNA
LINC01215	ENSG00000271856	lncRNA
	ENSG00000233271	lncRNA
CHST11	ENSG00000171310	protein_coding
	ENSG00000285954	lncRNA
RNFT1P2	ENSG00000233333	processed_pseudogene
SAMMSON	ENSG00000240405	lncRNA
AK5	ENSG00000154027	protein_coding
	ENSG00000257431	lncRNA
LINC02396	ENSG00000258135	lncRNA
	ENSG00000262768	lncRNA
MTCO1P39	ENSG00000224254	unprocessed_pseudogene
	ENSG00000272134	processed_pseudogene
C1GALT1P1	ENSG00000257818	processed_pseudogene
LINC01979	ENSG00000262585	lncRNA
	ENSG00000257113	processed_pseudogene
	ENSG00000257202	lncRNA
NTAN1P3	ENSG00000256355	processed_pseudogene
LINC01490	ENSG00000257741	lncRNA
	ENSG00000255046	lncRNA
IGF2BP1	ENSG00000159217	protein_coding
BMPR1AP2	ENSG00000232460	processed_pseudogene
	ENSG00000255144	unprocessed_pseudogene
	ENSG00000279189	TEC
RNA5SP264	ENSG00000199985	rRNA_pseudogene
MTCO1P35	ENSG00000250630	unprocessed_pseudogene
	ENSG00000274489	processed_pseudogene
LINC01258	ENSG00000249534	lncRNA
	ENSG00000243503	processed_pseudogene
	ENSG00000283544	unprocessed_pseudogene
TPT1P8	ENSG00000219491	transcribed_processed_pseudogene
	ENSG00000254238	lncRNA
TAFA4	ENSG00000163377	protein_coding
LINC02886	ENSG00000253712	lncRNA
HIGD1AP6	ENSG00000253229	processed_pseudogene
	ENSG00000270257	processed_pseudogene
PKMP4	ENSG00000254023	processed_pseudogene
	ENSG00000223605	unprocessed_pseudogene
ACTR6P1	ENSG00000248915	processed_pseudogene
CASC9	ENSG00000249395	lncRNA
	ENSG00000248547	processed_pseudogene
CIR1P2	ENSG00000250215	processed_pseudogene
EI24	ENSG00000149547	protein_coding
H3P15	ENSG00000251005	processed_pseudogene
DIP2B	ENSG00000066084	protein_coding
VMA21	ENSG00000160131	protein_coding
CCN4	ENSG00000104415	protein_coding
	ENSG00000286136	lncRNA
	ENSG00000286891	lncRNA
	ENSG00000250277	processed_pseudogene
	ENSG00000250183	transcribed_unprocessed_pseudogene
	ENSG00000270052	lncRNA
SLC25A6P5	ENSG00000228948	processed_pseudogene
	ENSG00000214915	lncRNA
TMEM39A	ENSG00000176142	protein_coding
ATP6AP1	ENSG00000071553	protein_coding
TUBAP10	ENSG00000248506	processed_pseudogene
	ENSG00000225002	lncRNA
	ENSG00000259586	processed_pseudogene
	ENSG00000229297	lncRNA
	ENSG00000234108	processed_pseudogene
MIR8081	ENSG00000277889	miRNA
ADH5P2	ENSG00000232676	processed_pseudogene
	ENSG00000279945	TEC
	ENSG00000237062	lncRNA
TXNP2	ENSG00000225167	processed_pseudogene
	ENSG00000240484	processed_pseudogene
HSP90B2P	ENSG00000259706	processed_pseudogene
	ENSG00000273014	lncRNA
RN7SKP77	ENSG00000200131	misc_RNA
	ENSG00000228143	processed_pseudogene
SYNM-AS1	ENSG00000259475	lncRNA
RNA5SP292	ENSG00000212276	rRNA_pseudogene
	ENSG00000267108	lncRNA
	ENSG00000267199	lncRNA
LARP1B	ENSG00000138709	protein_coding
SPATA8-AS1	ENSG00000259282	lncRNA
ZNF462	ENSG00000148143	protein_coding
	ENSG00000259870	lncRNA
AKAP13-AS1	ENSG00000259367	lncRNA
CREB5	ENSG00000146592	protein_coding
	ENSG00000267515	processed_pseudogene
	ENSG00000259123	lncRNA
	ENSG00000267287	lncRNA
SPATA6	ENSG00000132122	protein_coding
MINDY2	ENSG00000128923	protein_coding
	ENSG00000267409	lncRNA
CTDP1-DT	ENSG00000178412	lncRNA
RPL32P20	ENSG00000243537	processed_pseudogene
	ENSG00000253638	processed_pseudogene
	ENSG00000266901	lncRNA
	ENSG00000266924	lncRNA
	ENSG00000278075	lncRNA
SLC66A2	ENSG00000122490	protein_coding
ANK1	ENSG00000029534	protein_coding
SPIN2B	ENSG00000186787	protein_coding
	ENSG00000263252	processed_pseudogene
	ENSG00000265784	lncRNA
	ENSG00000265935	lncRNA
HS6ST1	ENSG00000136720	protein_coding
SSX5	ENSG00000165583	protein_coding
VMP1	ENSG00000062716	protein_coding
	ENSG00000220370	processed_pseudogene
UST-AS1	ENSG00000227660	lncRNA
RPL21P104	ENSG00000242922	processed_pseudogene
PRIM2BP	ENSG00000283453	transcribed_unprocessed_pseudogene
	ENSG00000232101	processed_pseudogene
	ENSG00000286218	lncRNA
NDUFA3P1	ENSG00000267590	processed_pseudogene
	ENSG00000223430	lncRNA
RPS10P28	ENSG00000243167	processed_pseudogene
USP15	ENSG00000135655	protein_coding
	ENSG00000286452	lncRNA
	ENSG00000234877	lncRNA
	ENSG00000286737	lncRNA
H3P27	ENSG00000220730	processed_pseudogene
	ENSG00000280665	TEC
TMEM185B	ENSG00000226479	protein_coding
CHEK2P3	ENSG00000234898	unprocessed_pseudogene
IMPG1	ENSG00000112706	protein_coding
KRT8P35	ENSG00000242841	processed_pseudogene
ANAPC1P4	ENSG00000234231	transcribed_unprocessed_pseudogene
	ENSG00000276471	lncRNA
RPUSD1	ENSG00000007376	protein_coding
CEACAMP10	ENSG00000241104	transcribed_processed_pseudogene
CLDN2	ENSG00000165376	protein_coding
XIAPP3	ENSG00000180152	processed_pseudogene
	ENSG00000235774	lncRNA
	ENSG00000287271	lncRNA
ZIM2-AS1	ENSG00000269793	lncRNA
	ENSG00000266963	lncRNA
	ENSG00000279957	TEC
ZXDB	ENSG00000198455	protein_coding
MTND1P28	ENSG00000230158	unprocessed_pseudogene
FAAH2	ENSG00000165591	protein_coding
YY1P2	ENSG00000229104	processed_pseudogene
SOCAR	ENSG00000240350	lncRNA
SLMAP	ENSG00000163681	protein_coding
KLK2	ENSG00000167751	protein_coding
RPS14P4	ENSG00000226928	processed_pseudogene
	ENSG00000235128	processed_pseudogene
RPL7AP44	ENSG00000231562	processed_pseudogene
	ENSG00000286208	lncRNA
	ENSG00000227358	processed_pseudogene
	ENSG00000236141	lncRNA
	ENSG00000268926	lncRNA
RNU2-46P	ENSG00000252847	snRNA
RNA5SP289	ENSG00000199202	rRNA_pseudogene
PARK7P2	ENSG00000237631	processed_pseudogene
	ENSG00000237212	lncRNA
STON1-GTF2A1L	ENSG00000068781	protein_coding
	ENSG00000201938	misc_RNA
	ENSG00000287187	lncRNA
EIF4BP3	ENSG00000224546	processed_pseudogene
	ENSG00000231678	lncRNA
RPL36AP35	ENSG00000231810	processed_pseudogene
	ENSG00000213556	processed_pseudogene
ACTL7B	ENSG00000148156	protein_coding
DRP2	ENSG00000102385	protein_coding
ACTL7A	ENSG00000187003	protein_coding
	ENSG00000273272	lncRNA
KLHDC7B-DT	ENSG00000272666	lncRNA
KLHDC7B	ENSG00000130487	protein_coding
	ENSG00000287879	lncRNA
DSC2	ENSG00000134755	protein_coding
SYCE3	ENSG00000217442	protein_coding
NR2F2	ENSG00000185551	protein_coding
CPT1B	ENSG00000205560	protein_coding
ELP1	ENSG00000070061	protein_coding
	ENSG00000285081	lncRNA
NPSR1-AS1	ENSG00000197085	lncRNA
	ENSG00000227723	lncRNA
	ENSG00000287473	lncRNA
RPL9P18	ENSG00000213309	processed_pseudogene
MARCKSL1P2	ENSG00000215878	processed_pseudogene
	ENSG00000272209	lncRNA
	ENSG00000213579	processed_pseudogene
LINC02529	ENSG00000234777	lncRNA
GIPC2	ENSG00000137960	protein_coding
	ENSG00000286438	lncRNA
RPS24P12	ENSG00000220237	processed_pseudogene
NIP7P3	ENSG00000218428	processed_pseudogene
LINC00472	ENSG00000233237	lncRNA
	ENSG00000285412	lncRNA
	ENSG00000271185	lncRNA
	ENSG00000258831	lncRNA
	ENSG00000288525	processed_pseudogene
	ENSG00000266821	lncRNA
EEF1A1P27	ENSG00000179460	processed_pseudogene
	ENSG00000279091	TEC
	ENSG00000237852	lncRNA
SLC16A6P1	ENSG00000232457	transcribed_unprocessed_pseudogene
HMGN1P38	ENSG00000253954	processed_pseudogene
RPE65	ENSG00000116745	protein_coding
	ENSG00000266076	protein_coding
HECW1	ENSG00000002746	protein_coding
	ENSG00000259403	lncRNA
GNG13	ENSG00000127588	protein_coding
PGPEP1L	ENSG00000183571	protein_coding
	ENSG00000279059	TEC
RPS29P21	ENSG00000241913	processed_pseudogene
SNORD8	ENSG00000200785	snoRNA
MBTD1	ENSG00000011258	protein_coding
	ENSG00000241035	processed_pseudogene
EIF4EBP1P1	ENSG00000258870	processed_pseudogene
DOCK11	ENSG00000147251	protein_coding
RN7SL650P	ENSG00000274475	misc_RNA
RAB2B	ENSG00000129472	protein_coding
ANGPTL3	ENSG00000132855	protein_coding
FAM174B	ENSG00000185442	protein_coding
MTRF1L	ENSG00000112031	protein_coding
SCNN1B	ENSG00000168447	protein_coding
DUXA	ENSG00000258873	protein_coding
	ENSG00000273792	lncRNA
FABP5P9	ENSG00000259630	transcribed_processed_pseudogene
	ENSG00000234519	lncRNA
	ENSG00000285407	lncRNA
	ENSG00000259507	processed_pseudogene
COX5BP2	ENSG00000213111	transcribed_processed_pseudogene
	ENSG00000259276	lncRNA
	ENSG00000272855	lncRNA
	ENSG00000270549	processed_pseudogene
	ENSG00000268379	processed_pseudogene
	ENSG00000237163	processed_pseudogene
LINC02244	ENSG00000259590	lncRNA
KRT8P21	ENSG00000229636	processed_pseudogene
	ENSG00000228692	lncRNA
TAAR4P	ENSG00000237449	unprocessed_pseudogene
ZNF766	ENSG00000196214	protein_coding
PNRC1	ENSG00000146278	protein_coding
DNAJC6	ENSG00000116675	protein_coding
CEP152	ENSG00000103995	protein_coding
	ENSG00000258481	lncRNA
RNU6-366P	ENSG00000201097	snRNA
	ENSG00000286630	lncRNA
	ENSG00000272129	lncRNA
SLC24A4	ENSG00000140090	protein_coding
TXLNB	ENSG00000164440	protein_coding
USP32	ENSG00000170832	protein_coding
SOWAHC	ENSG00000198142	protein_coding
	ENSG00000217289	processed_pseudogene
	ENSG00000279267	TEC
NCK2	ENSG00000071051	protein_coding
NIFKP2	ENSG00000251122	processed_pseudogene
ADAMTS19-AS1	ENSG00000249421	lncRNA
	ENSG00000248647	lncRNA
SLIT3-AS2	ENSG00000254042	lncRNA
	ENSG00000286867	lncRNA
	ENSG00000269102	lncRNA
ZNF264	ENSG00000083844	protein_coding
BTNL8	ENSG00000113303	protein_coding
	ENSG00000220725	processed_pseudogene
CT69	ENSG00000231971	lncRNA
	ENSG00000227291	processed_pseudogene
	ENSG00000286697	lncRNA
AHCYP4	ENSG00000232992	processed_pseudogene
	ENSG00000227360	lncRNA
DYNLT3P2	ENSG00000229758	processed_pseudogene
MTND6P9	ENSG00000233248	processed_pseudogene
	ENSG00000273634	processed_pseudogene
SDHCP3	ENSG00000234946	processed_pseudogene
THEMIS3P	ENSG00000229442	unitary_pseudogene
GRM1	ENSG00000152822	protein_coding
ISCA1P6	ENSG00000227653	processed_pseudogene
AKR1B1P6	ENSG00000225212	processed_pseudogene
AK4	ENSG00000162433	protein_coding
PSG9	ENSG00000183668	protein_coding
RAB12	ENSG00000206418	protein_coding
MAP3K20-AS1	ENSG00000238133	lncRNA
BCDIN3D	ENSG00000186666	protein_coding
PPP1R2P5	ENSG00000229360	processed_pseudogene
SNRPGP9	ENSG00000228551	processed_pseudogene
	ENSG00000258068	lncRNA
	ENSG00000266708	lncRNA
	ENSG00000271053	processed_pseudogene
TPH2	ENSG00000139287	protein_coding
DRC1	ENSG00000157856	protein_coding
MCUB	ENSG00000005059	protein_coding
FECH	ENSG00000066926	protein_coding
	ENSG00000237713	lncRNA
	ENSG00000213875	processed_pseudogene
	ENSG00000227017	lncRNA
	ENSG00000286847	lncRNA
	ENSG00000236212	lncRNA
	ENSG00000230831	lncRNA
	ENSG00000284839	lncRNA
	ENSG00000279104	TEC
ANLN	ENSG00000011426	protein_coding
LEPROT	ENSG00000213625	protein_coding
PRR35	ENSG00000161992	protein_coding
	ENSG00000248639	processed_pseudogene
	ENSG00000257580	processed_pseudogene
	ENSG00000257283	lncRNA
	ENSG00000262801	lncRNA
LINC02379	ENSG00000251649	lncRNA
	ENSG00000227878	processed_pseudogene
	ENSG00000288530	lncRNA
RPSAP12	ENSG00000240087	processed_pseudogene
	ENSG00000287924	processed_pseudogene
GAPDHP57	ENSG00000236167	processed_pseudogene
CCDC59	ENSG00000133773	protein_coding
GAPDHP56	ENSG00000249018	processed_pseudogene
MRPS18BP2	ENSG00000235232	processed_pseudogene
PKD1P4	ENSG00000205746	transcribed_unprocessed_pseudogene
TERF1P3	ENSG00000249311	processed_pseudogene
	ENSG00000288567	unitary_pseudogene
RPL31P12	ENSG00000227207	processed_pseudogene
LINC02479	ENSG00000251326	lncRNA
LINC02796	ENSG00000227016	lncRNA
MGAT4A	ENSG00000071073	protein_coding
OSTC	ENSG00000198856	protein_coding
NDUFS5P3	ENSG00000233664	processed_pseudogene
ETS1-AS1	ENSG00000254588	lncRNA
CACHD1	ENSG00000158966	protein_coding
	ENSG00000254568	lncRNA
DNAJB6P1	ENSG00000254612	processed_pseudogene
LINC02717	ENSG00000285735	lncRNA
	ENSG00000287068	lncRNA
	ENSG00000254591	processed_pseudogene
	ENSG00000255219	lncRNA
MGRN1	ENSG00000102858	protein_coding
	ENSG00000287251	lncRNA
PPP1R10P1	ENSG00000255352	processed_pseudogene
LINC02725	ENSG00000273415	lncRNA
	ENSG00000285640	lncRNA
	ENSG00000255537	lncRNA
PSG3	ENSG00000221826	protein_coding
	ENSG00000257943	transcribed_unitary_pseudogene
CHKB-CPT1B	ENSG00000254413	protein_coding
LNCOG	ENSG00000257219	lncRNA
FAM118B	ENSG00000197798	protein_coding
	ENSG00000257835	lncRNA
EIF4A1P4	ENSG00000257790	processed_pseudogene
	ENSG00000257824	lncRNA
	ENSG00000280161	TEC
	ENSG00000253424	lncRNA
	ENSG00000253966	processed_pseudogene
PSMA3	ENSG00000100567	protein_coding
CWH43	ENSG00000109182	protein_coding
LIFR	ENSG00000113594	protein_coding
CBX4	ENSG00000141582	protein_coding
SLC4A8	ENSG00000050438	protein_coding
MIA-RAB4B	ENSG00000268975	protein_coding
CHKB	ENSG00000100288	protein_coding
ZNF480	ENSG00000198464	protein_coding
	ENSG00000288036	lncRNA
	ENSG00000265246	lncRNA
	ENSG00000262271	processed_pseudogene
HSFX3	ENSG00000283697	protein_coding
	ENSG00000270781	processed_pseudogene
	ENSG00000272220	transcribed_processed_pseudogene
ZXDA	ENSG00000198205	protein_coding
SLC47A1P2	ENSG00000231625	transcribed_unprocessed_pseudogene
MAGEB18	ENSG00000176774	protein_coding
	ENSG00000213703	processed_pseudogene
EFCAB7	ENSG00000203965	protein_coding
	ENSG00000232446	unprocessed_pseudogene
	ENSG00000227511	unprocessed_pseudogene
MAGEB6	ENSG00000176746	protein_coding
	ENSG00000271587	processed_pseudogene
	ENSG00000232644	unprocessed_pseudogene
	ENSG00000235546	processed_pseudogene
MAGEB5	ENSG00000188408	protein_coding
CEACAMP11	ENSG00000236123	unprocessed_pseudogene
	ENSG00000237171	unprocessed_pseudogene
VENTXP1	ENSG00000259849	transcribed_processed_pseudogene
DSG1-AS1	ENSG00000266729	lncRNA
FBXO27	ENSG00000161243	protein_coding
CEP112	ENSG00000154240	protein_coding
GK4P	ENSG00000178146	processed_pseudogene
NXF5	ENSG00000126952	transcribed_unprocessed_pseudogene
	ENSG00000235147	processed_pseudogene
	ENSG00000279904	TEC
ANKRD44-IT1	ENSG00000236977	lncRNA
DSG2	ENSG00000046604	protein_coding
NPAS2	ENSG00000170485	protein_coding
FAM81A	ENSG00000157470	protein_coding
LINC02238	ENSG00000223479	lncRNA
	ENSG00000233674	processed_pseudogene
	ENSG00000288071	lncRNA
MTND4LP20	ENSG00000220514	processed_pseudogene
RSPO3	ENSG00000146374	protein_coding
MCOLN2	ENSG00000153898	protein_coding
RPL9P32	ENSG00000242100	processed_pseudogene
	ENSG00000249942	lncRNA
RPL5P12	ENSG00000242697	processed_pseudogene
MTCO2P31	ENSG00000217160	processed_pseudogene
CEACAMP4	ENSG00000230681	unprocessed_pseudogene
SH3BGRL2	ENSG00000198478	protein_coding
CDC42P4	ENSG00000249965	processed_pseudogene
	ENSG00000260091	lncRNA
PSG8	ENSG00000124467	protein_coding
	ENSG00000248128	processed_pseudogene
ZPBP	ENSG00000042813	protein_coding
TECRP2	ENSG00000248565	processed_pseudogene
CD109-AS1	ENSG00000231652	lncRNA
	ENSG00000251185	lncRNA
NDST3	ENSG00000164100	protein_coding
MTRES1P1	ENSG00000220181	processed_pseudogene
ARFGEF3	ENSG00000112379	protein_coding
	ENSG00000276744	lncRNA
	ENSG00000259402	lncRNA
	ENSG00000275322	lncRNA
	ENSG00000259375	lncRNA
	ENSG00000259453	lncRNA
FBN2	ENSG00000138829	protein_coding
LINC02251	ENSG00000258483	lncRNA
BSX	ENSG00000188909	protein_coding
NSA2P4	ENSG00000259750	processed_pseudogene
LINC02743	ENSG00000255258	lncRNA
	ENSG00000261616	lncRNA
	ENSG00000259670	lncRNA
ST6GALNAC5	ENSG00000117069	protein_coding
	ENSG00000256757	lncRNA
	ENSG00000258888	lncRNA
LINC02551	ENSG00000254842	lncRNA
OR4F14P	ENSG00000232459	unprocessed_pseudogene
	ENSG00000258761	lncRNA
TFDP1P3	ENSG00000259493	processed_pseudogene
CEP89	ENSG00000121289	protein_coding
GLULP3	ENSG00000254572	processed_pseudogene
	ENSG00000259921	lncRNA
	ENSG00000254433	lncRNA
	ENSG00000229212	transcribed_unprocessed_pseudogene
LINC02684	ENSG00000255512	lncRNA
HESX1	ENSG00000163666	protein_coding
	ENSG00000280385	TEC
LINC02695	ENSG00000254699	lncRNA
CHKB-DT	ENSG00000205559	lncRNA
LINC02712	ENSG00000273409	lncRNA
	ENSG00000213184	processed_pseudogene
	ENSG00000287101	lncRNA
CABLES1	ENSG00000134508	protein_coding
	ENSG00000273716	processed_pseudogene
PANX3	ENSG00000154143	protein_coding
ATG4C	ENSG00000125703	protein_coding
	ENSG00000272940	lncRNA
MTURN	ENSG00000180354	protein_coding
MAPK8IP2	ENSG00000008735	protein_coding
SEC24D	ENSG00000150961	protein_coding
	ENSG00000232627	processed_pseudogene
ROBO4	ENSG00000154133	protein_coding
	ENSG00000258682	lncRNA
HMGB1P14	ENSG00000180189	processed_pseudogene
	ENSG00000288074	lncRNA
	ENSG00000287000	lncRNA
EVA1CP5	ENSG00000244699	unprocessed_pseudogene
	ENSG00000279636	lncRNA
	ENSG00000259534	lncRNA
NMNAT1P5	ENSG00000259573	processed_pseudogene
	ENSG00000239455	processed_pseudogene
RNU6-341P	ENSG00000252782	snRNA
TNS3	ENSG00000136205	protein_coding
	ENSG00000258971	processed_pseudogene
UBE2Q2P9	ENSG00000244130	processed_pseudogene
BTBD1	ENSG00000064726	protein_coding
CYP11B1	ENSG00000160882	protein_coding
	ENSG00000288039	lncRNA
PRICKLE2-AS1	ENSG00000241572	lncRNA
ARID4A	ENSG00000032219	protein_coding
EOGT-DT	ENSG00000244513	lncRNA
GLRA4	ENSG00000188828	transcribed_unitary_pseudogene
MANF	ENSG00000145050	protein_coding
UST-AS2	ENSG00000236591	lncRNA
GAPDHP15	ENSG00000214563	processed_pseudogene
FUCA2	ENSG00000001036	protein_coding
ARHGAP42P2	ENSG00000231147	unprocessed_pseudogene
GAPDHP50	ENSG00000241861	processed_pseudogene
	ENSG00000241804	processed_pseudogene
	ENSG00000220110	processed_pseudogene
	ENSG00000288079	lncRNA
	ENSG00000275710	lncRNA
	ENSG00000267318	protein_coding
LINC01977	ENSG00000262772	lncRNA
TIMMDC1	ENSG00000113845	protein_coding
	ENSG00000287933	lncRNA
	ENSG00000279089	TEC
	ENSG00000266598	lncRNA
CLNS1AP1	ENSG00000213335	processed_pseudogene
	ENSG00000213076	processed_pseudogene
ATXN7L3P1	ENSG00000215168	processed_pseudogene
ARSA	ENSG00000100299	protein_coding
EIF4BP9	ENSG00000237294	processed_pseudogene
	ENSG00000261003	lncRNA
	ENSG00000272446	lncRNA
MTFR1P1	ENSG00000231356	processed_pseudogene
	ENSG00000226820	unprocessed_pseudogene
FOXK2	ENSG00000141568	protein_coding
MRRFP1	ENSG00000224236	processed_pseudogene
FHL2	ENSG00000115641	protein_coding
GRIA3	ENSG00000125675	protein_coding
MLIP-IT1	ENSG00000236996	lncRNA
H3P28	ENSG00000220347	processed_pseudogene
SLC17A5	ENSG00000119899	protein_coding
SMIM17	ENSG00000268182	protein_coding
PPFIA3	ENSG00000177380	protein_coding
	ENSG00000280148	protein_coding
SLC22A3	ENSG00000146477	protein_coding
	ENSG00000285041	lncRNA
LINC02797	ENSG00000285808	lncRNA
	ENSG00000286917	lncRNA
	ENSG00000229440	processed_pseudogene
	ENSG00000259340	processed_pseudogene
SLC35G4	ENSG00000236396	protein_coding
COX6CP13	ENSG00000234144	processed_pseudogene
	ENSG00000236326	lncRNA
TXN2P1	ENSG00000213540	processed_pseudogene
	ENSG00000277670	unprocessed_pseudogene
FUNDC2P3	ENSG00000187103	processed_pseudogene
GOLGA6L3	ENSG00000188388	unprocessed_pseudogene
PDE4B-AS1	ENSG00000227466	lncRNA
RPS4XP8	ENSG00000219146	processed_pseudogene
B4GALT6	ENSG00000118276	protein_coding
RPL17P25	ENSG00000219547	processed_pseudogene
ASB17	ENSG00000154007	protein_coding
MTND4P13	ENSG00000216713	processed_pseudogene
TTI2	ENSG00000129696	protein_coding
LINC02254	ENSG00000259664	lncRNA
	ENSG00000230498	lncRNA
	ENSG00000285782	lncRNA
WASF1	ENSG00000112290	protein_coding
	ENSG00000243903	lncRNA
ADGRL4	ENSG00000162618	protein_coding
IP6K1	ENSG00000176095	protein_coding
SIN3A	ENSG00000169375	protein_coding
	ENSG00000262094	lncRNA
	ENSG00000254935	processed_pseudogene
DNAH17-AS1	ENSG00000267432	lncRNA
	ENSG00000287897	lncRNA
PDE7A	ENSG00000205268	protein_coding
	ENSG00000258234	lncRNA
SOCS2-AS1	ENSG00000246985	lncRNA
DRD2	ENSG00000149295	protein_coding
	ENSG00000265982	unprocessed_pseudogene
RPL23AP87	ENSG00000232938	transcribed_processed_pseudogene
DZIP3	ENSG00000198919	protein_coding
	ENSG00000279143	TEC
MYL6P5	ENSG00000228118	processed_pseudogene
H3P47	ENSG00000179101	processed_pseudogene
	ENSG00000228543	lncRNA
	ENSG00000232111	processed_pseudogene
